File Name,District,Health Center,Drug Name,Date,Transaction Type,Transacting Party,Receipt,Issuance,Adjustment,Stock Balance,Notes,Units,Balanced?,Was
Mumba-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Mumba (Mungwi),Coartem 18,1/21/10,Issuance,CHW,,30,,60,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Mumba (Mungwi),Coartem 18,1/21/10,Issuance,OPD,,30,,30,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Mumba (Mungwi),Coartem 18,1/31/10,Physical Count,PSC,,,,30,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Mumba (Mungwi),Coartem 18,2/14/10,Issuance,OPD,,30,,0,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Mumba (Mungwi),Coartem 18,2/28/10,Physical Count,PSC,,,,0,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,9/30/09,Physical Count,PSC,,,,270,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,10/3/09,Issuance,CHW,,30,,240,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,10/6/09,Issuance,OPD,,30,,210,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,10/12/09,Issuance,OPD,,30,,180,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,10/20/09,Physical Count,Check Point,,,,180,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,10/21/09,Receipt,MSL,870,,,1050,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,10/31/09,Physical Count,PSC,,,,1050,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,11/5/09,Issuance,OPD,,30,,1020,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,11/26/09,Issuance,OPD,,30,,990,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,11/30/09,Physical Count,PSC,,,,990,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/3/09,Issuance,OPD,,30,,960,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/5/09,Issuance,CHW,,30,,930,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/6/09,Issuance,CHW,,30,,900,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/7/09,Issuance,CHW,,30,,870,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/9/09,Issuance,CHW,,30,,840,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/10/09,Issuance,OPD,,30,,810,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/18/09,Issuance,OPD,,30,,780,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/23/09,Physical Count,Check Point,,,,780,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/23/09,Receipt,MSL,150,,,930,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,12/31/09,Physical Count,PSC,,,,930,UNREADABLE,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,1/1/10,Issuance,,,30,,900,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,1/19/10,Issuance,OPD,,30,,870,UNCLEAR UNITS,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,1/2/10,Issuance,CHW,,30,,840,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,1/3/10,Issuance,,,60,,780,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,1/31/10,Physical Count,PSC,,,,780,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-1,Mungwi,Mumba (Mungwi),Coartem 24,2/6/10,Issuance,CHW/OPD,,90,,690,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-2,Mungwi,Mumba (Mungwi),Coartem 24,2/6/10,Physical Count,PSC,,,,690,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-2,Mungwi,Mumba (Mungwi),Coartem 24,2/11/10,Issuance,OPD,,30,,660,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-2,Mungwi,Mumba (Mungwi),Coartem 24,2/17/10,Issuance,OPD,,30,,630,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-2,Mungwi,Mumba (Mungwi),Coartem 24,2/23/10,Issuance,OPD,,30,,600,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-2,Mungwi,Mumba (Mungwi),Coartem 24,2/28/10,Physical Count,PSC,,,,600,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-2,Mungwi,Mumba (Mungwi),Coartem 24,3/1/10,Issuance,,,30,,570,,,,0
Mumba-11-03-2010-Artemether Lumefantrine 24s-2,Mungwi,Mumba (Mungwi),Coartem 24,3/7/10,Issuance,OPD,,3,,540,ARITHMETIC ERROR,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,5/27/08,Issuance,OPD,,1,,0,,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,6/30/08,Physical Count,PSC,,,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,7/20/08,Receipt,DHO,1,,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,7/30/08,Issuance,,,1,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,9/20/08,Receipt,DHO,1,,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,9/21/08,Issuance,OPD/ANL,,1,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,9/26/08,Receipt,DHO,2,,,2,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,10/2/08,Issuance,OPD,,1,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,10/27/08,Issuance,OPD,,1,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,10/31/08,Physical Count,PSC,,,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,11/1/08,Receipt,DHO,2,,,2,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,11/25/08,Issuance,,,1,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,11/30/08,Physical Count,PSC,,,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,12/10/08,Issuance,,,1,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,12/15/08,Receipt,DHO,2,,,2,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,1/12/09,Issuance,OPD,,1,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,1/3/09,Physical Count,PSC,,,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,2/8/09,Issuance,,,1,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,2/28/09,Physical Count,PSC,,,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,3/3/09,Receipt,,2,,,2,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,3/8/09,Issuance,OPD,,1,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,3/31/09,Physical Count,PSC,,,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,4/6/09,Issuance,OPD,,1,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,4/9/09,Receipt,DHO,2,,,2,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,4/15/09,Issuance,,,1,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,4/30/09,Physical Count,PSC,,,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,5/4/09,Issuance,,,1,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,5/15/09,Receipt,DHO,2,,,2,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,5/31/09,Physical Count,PSC,,,,2,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,6/8/09,Issuance,OPD,,1,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,6/23/09,Physical Count,PSC,,,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,6/30/09,Physical Count,PSC,,,,1,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,7/8/09,Issuance,OPD,,1,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,7/31/09,Physical Count,Check Point,,,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,7/31/09,Physical Count,PSC,,,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-1,Mungwi,Mumba (Mungwi),Fansidar,9/11/09,Physical Count,Check Point,,,,0,UNCLEAR UNITS and UNREADABLE,,,0
Mumba-11-03-2010-Sulfadoxine Pyrimethamine-2,Mungwi,Mumba (Mungwi),Fansidar,3/11/10,Physical Count,BBF,,,,0,,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,12/23/09,Physical Count,BBF,,,,24,,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,12/23/09,Physical Count,Check Point,,,,24,,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,12/23/09,Receipt,MSL,7,,,31,,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,12/27/09,Issuance,CHW,,1,,30,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,12/31/09,Physical Count,PSC,,,,30,,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,1/2/10,Issuance,OPD,,1,,29,,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,1/4/10,Issuance,Bulebe,,2,,27,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,1/26/10,Issuance,Pusemv,,1,,26,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,1/31/10,Physical Count,PSC,,,,26,,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,2/17/10,Issuance,Pusemv,,1,,25,TRANSACTION PARTY NAME UNCLEAR,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,2/27/10,Issuance,,,2,,23,,,,0
Mumba-11-03-2010-Rapid Diagnostic Tests,Mungwi,Mumba (Mungwi),RDTs,2/28/10,Physical Count,PSC,,,,23,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,9/29/09,Issuance,DISP,,30,,0,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,9/30/09,Physical Count,PSC,,,,0,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,10/21/09,Physical Count,Check Point,,,,0,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,10/21/09,Receipt,MSL,210,,,210,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,10/31/09,Physical Count,PSC,,,,210,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,11/2/09,Issuance,DISP,,60,,150,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,11/3/09,Issuance,DISP,,30,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,11/3/09,Issuance,DISP,,30,,90,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,11/18/09,Issuance,DISP,,30,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,11/30/09,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,12/9/09,Issuance,DISP,,30,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,12/23/09,Physical Count,Check Point,,,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,12/28/09,Receipt,MSL,30,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,12/31/09,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,12/31/09,Issuance,,,30,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,1/31/10,Physical Count,PSC,,,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,2/11/10,Receipt,MSL,180,,,210,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,2/12/10,Issuance,DISP,,30,,180,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,2/14/10,Issuance,DISP,,30,,150,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 6s,Mungwi,Ndasa (Mungwi),Coartem 6,2/28/10,Physical Count,PSC,,,,150,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,8/10/09,Issuance,DISP,,60,,120,,,ARITHMETIC ERROR,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,8/10/09,Issuance,DISP,,60,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,8/21/09,Physical Count,Check Point,,,,60,,,UNREADABLE,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,9/10/09,Physical Count,Check Point,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,9/10/09,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,9/29/09,Issuance,DISP,,30,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,9/30/09,Physical Count,PSC,,,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,10/21/09,Physical Count,Check Point,,,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,10/21/09,Receipt,MSL,150,,,180,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,10/31/09,Physical Count,PSC,,,,180,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,11/2/09,Issuance,DISP,,60,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,11/3/09,Issuance,DISP,,30,,90,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,11/3/09,Issuance,DISP,,30,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,11/30/09,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,12/9/09,Issuance,DISP,,30,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,12/23/09,Physical Count,Check Point,,,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,12/23/09,Receipt,MSL,30,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,12/31/09,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,1/1/10,Issuance,,,30,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,1/31/10,Physical Count,PSC,,,,30,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,2/11/10,Receipt,MSL,120,,,150,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,2/12/10,Issuance,DISP,,30,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-1,Mungwi,Ndasa (Mungwi),Coartem 12,2/28/10,Physical Count,PSC,,,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 12s-2,Mungwi,Ndasa (Mungwi),Coartem 12,3/11/10,Physical Count,BBF,,,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,8/11/09,Issuance,DISP,,30,,180,ARITHMETIC ERROR,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,8/12/09,Issuance,DISP,,30,,150,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,8/18/09,Issuance,DISP,,30,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,8/21/09,Physical Count,Check Point,,,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,8/28/09,Issuance,DISP,,30,,90,,,UNREADABLE,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,9/10/09,Physical Count,Check Point,,,,90,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,9/10/09,Physical Count,PSC,,,,90,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,9/10/09,Issuance,DISP,,30,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,9/30/09,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,10/21/09,Physical Count,Check Point,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,10/21/09,Receipt,MSL,150,,,210,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,10/31/09,Physical Count,PSC,,,,210,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,11/2/09,Issuance,DISP,,60,,150,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,11/3/09,Issuance,DISP,,30,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,11/3/09,Issuance,DISP,,30,,90,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,11/30/09,Physical Count,PSC,,,,90,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,12/9/09,Issuance,DISP,,30,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,12/23/09,Physical Count,Check Point,,,,60,,,UNREADABLE,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,12/31/09,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,1/31/10,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,2/11/10,Receipt,MSL,150,,,210,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,2/26/10,Physical Count,PSC,,,,210,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 18s,Mungwi,Ndasa (Mungwi),Coartem 18,2/26/10,Issuance,DISP,,30,,180,,,Created by Zach,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,12/22/09,Physical Count,BBF,,,,0,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,12/23/09,Physical Count,Check Point,,,,0,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,12/23/09,Receipt,MSL,150,,,150,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,12/31/09,Physical Count,PSC,,,,150,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,1/6/10,Issuance,,,30,,120,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,1/14/10,Issuance,DISP,,60,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,1/31/10,Physical Count,PSC,,,,60,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,2/11/10,Receipt,MSL,180,,,240,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,2/28/10,Physical Count,PSC,,,,240,,,,0
Ndasa-11-03-2010-Artemether Lumefantrine 24s,Mungwi,Ndasa (Mungwi),Coartem 24,3/3/10,Issuance,DISP,,30,,210,,,,0
