file_name,district,facility,drug_name,date,transaction_type,transacting_party,receipt,issuance,adjustment,stock_balance,units
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,1/15/10,Issuance,DISP,NA,30,NA,90,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,1/22/10,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,1/24/10,Issuance,,NA,30,NA,30,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,1/31/10,Physical Count,,NA,NA,NA,30,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,2/8/10,Issuance,DISP,NA,30,NA,0,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,2/10/10,Receipt,MSL,210,NA,NA,210,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,2/17/10,Issuance,DISP,NA,30,NA,180,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,2/17/10,Issuance,DISP,NA,30,NA,150,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,2/20/10,Issuance,CHW,NA,30,NA,120,
Kapalala RHC-17-03-10-Coartem 6 Tabs-2,Milenge,Kapalala (Milenge),Coartem 6,2/28/10,Physical Count,PSC,NA,NA,NA,120,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,10/3/09,Physical Count,,NA,NA,NA,60,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,11/7/09,Issuance,DISP,NA,30,NA,30,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,11/16/09,Receipt,DHO,120,NA,NA,150,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,11/17/09,Issuance,DISP,NA,30,NA,120,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,12/30/09,Physical Count,PSC,NA,NA,NA,120,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,12/3/09,Issuance,DISP,NA,30,NA,90,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,12/7/09,Issuance,DISP,NA,30,NA,30,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,12/22/09,Receipt,DHO,60,NA,NA,90,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,12/31/09,Physical Count,PSC,NA,NA,NA,90,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,1/7/10,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,1/12/10,Receipt,DHO,90,NA,NA,150,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,1/18/10,Issuance,DISP,NA,30,NA,120,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,1/22/10,Issuance,DISP,NA,30,NA,90,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,1/31/10,Physical Count,PSC,NA,NA,NA,90,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,2/4/10,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,2/9/10,Issuance,CHWS,NA,30,NA,30,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,2/10/10,Receipt,MSL,90,NA,NA,120,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,2/15/10,Issuance,DISP,NA,60,NA,60,
Kapalala RHC-17-03-10-Coartem 12 Tabs,Milenge,Kapalala (Milenge),Coartem 12,2/28/10,Physical Count,PSC,NA,NA,NA,60,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,5/21/09,Physical Count,BBF,NA,NA,NA,0,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,5/30/09,Physical Count,PSC,NA,NA,NA,180,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,6/18/09,Issuance,,NA,30,NA,150,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,6/30/09,Physical Count,,NA,NA,NA,150,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,7/28/09,Issuance,DISP,NA,30,NA,120,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,7/30/09,Physical Count,PSC,NA,NA,NA,120,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,8/14/09,Issuance,DISP,NA,30,NA,90,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,8/30/09,Physical Count,PSC,NA,NA,NA,90,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,9/17/09,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,10/1/09,Physical Count,PSC,NA,NA,NA,60,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,10/31/09,Issuance,DISP,NA,30,NA,30,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,10/31/09,Physical Count,PSC,NA,NA,NA,30,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,11/16/09,Receipt,DHO,30,NA,NA,60,
Kapalala RHC-17-03-10Coartem 18 Tabs-1,Milenge,Kapalala (Milenge),Coartem 18,11/17/09,Issuance,DISP,NA,30,NA,30,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,11/25/09,Issuance,DISP,NA,30,NA,0,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,11/30/09,Physical Count,PSC,NA,NA,NA,0,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,12/22/09,Physical Count,DHO,NA,NA,NA,90,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,12/31/09,Physical Count,PSC,NA,NA,NA,90,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,1/6/10,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,1/12/10,Receipt,DHO,30,NA,NA,90,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,1/18/10,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,1/24/10,Issuance,DISP,NA,30,NA,30,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,1/31/10,Physical Count,PSC,NA,NA,NA,30,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,2/8/10,Issuance,DISP,NA,30,NA,0,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,2/10/10,Receipt,MSL,90,NA,NA,90,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,2/17/10,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10-coartem 18 Tabs-2,Milenge,Kapalala (Milenge),Coartem 18,2/28/10,Physical Count,PSC,NA,NA,NA,60,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,8/22/09,Issuance,DISP,NA,30,NA,60,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,8/30/09,Physical Count,PSC,NA,NA,NA,60,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,9/1/09,Issuance,DISP,NA,30,NA,30,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,9/12/09,Issuance,DISP,NA,30,NA,0,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,9/17/09,Receipt,DHO,120,NA,NA,120,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,9/29/09,Issuance,,NA,30,NA,90,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,10/1/09,Physical Count,PSC,NA,NA,NA,90,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,10/1/09,Issuance,OPD,NA,30,NA,60,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,10/13/09,Issuance,DISP,NA,30,NA,30,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,10/19/09,Receipt,DHO,90,NA,NA,120,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,10/20/09,Issuance,DISP,NA,30,NA,90,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,10/30/09,Issuance,DISP,NA,30,NA,60,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,10/31/09,Physical Count,PSC,NA,NA,NA,60,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,11/2/09,Issuance,CHW,NA,30,NA,30,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,11/11/09,Issuance,DISP,NA,30,NA,0,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,11/16/09,Receipt,DHO,150,NA,NA,150,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,11/26/09,Issuance,DISP,NA,30,NA,120,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,11/30/09,Physical Count,PSC,NA,NA,NA,120,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,12/7/09,Issuance,DISP,NA,30,NA,90,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,12/14/09,Issuance,DISP,NA,30,NA,60,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,12/22/09,Receipt,DHO,90,NA,NA,150,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,12/31/09,Physical Count,PSC,NA,NA,NA,150,
kapalala RHC-17-03-10-Coartem 24 Tabs-1,Milenge,Kapalala (Milenge),Coartem 24,1/2/10,Issuance,DISP,NA,30,NA,120,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,1/3/10,Issuance,DISP,NA,30,NA,90,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,1/12/10,Receipt,DHO,30,NA,NA,120,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,1/12/10,Issuance,DISP,NA,30,NA,90,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,1/22/10,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,1/24/10,Issuance,DISP,NA,30,NA,30,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,1/31/10,Physical Count,PSC,NA,NA,NA,30,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,2/2/10,Issuance,DISP,NA,30,NA,0,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,2/10/10,Receipt,MSL,180,NA,NA,180,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,2/12/10,Issuance,DISP,NA,30,NA,150,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,2/24/10,Issuance,DISP,NA,30,NA,120,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,2/27/10,Issuance,CHW,NA,30,NA,90,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,2/27/10,Issuance,DISP,NA,30,NA,60,
Kapalala RHC-17-03-10-Coartem 24 Tabs-2,Milenge,Kapalala (Milenge),Coartem 24,2/28/10,Physical Count,PSC,NA,NA,NA,60,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,5/21/09,Physical Count,BBF,NA,NA,NA,0,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,5/21/09,Receipt,DHO,2,NA,NA,2,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,5/30/09,Physical Count,PSC,NA,NA,NA,2,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,6/30/09,Physical Count,PSC,NA,NA,NA,2,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,7/30/09,Physical Count,PSC,NA,NA,NA,2,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,8/4/09,Issuance,DISP,NA,1,NA,1,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,8/30/09,Physical Count,PSC,NA,NA,NA,2,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,10/1/09,Physical Count,PSC,NA,NA,NA,2,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,10/31/09,Physical Count,PSC,NA,NA,NA,2,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,11/16/09,Issuance,DISP,NA,1,NA,1,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,11/30/09,Physical Count,PSC,NA,NA,NA,1,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,12/16/09,Issuance,DISP,NA,1,NA,0,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,12/22/09,Receipt,DHO,1,NA,NA,1,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,12/31/09,Physical Count,PSC,NA,NA,NA,1,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,1/12/10,Receipt,DHO,1,NA,NA,2,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,1/12/10,Adjustment,DHO,NA,NA,1,3,
Kapalala RHC-17-03-10-Fansidah Tabs-1,Milenge,Kapalala (Milenge),Fansidar,1/21/10,Physical Count,PSC,NA,NA,NA,3,
Kapalala RHC-17-03-10-Fansidah Tabs-2,Milenge,Kapalala (Milenge),Fansidar,2/28/10,Physical Count,PSC,NA,NA,NA,3,
Kapalala RHC-17-03-10-Fansidah Tabs-2,Milenge,Kapalala (Milenge),Fansidar,3/7/10,Issuance,DISP,NA,1,NA,2,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,4/30/09,Physical Count,BBF,NA,NA,NA,0,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,5/21/09,Physical Count,DHO,NA,NA,NA,1,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,5/21/09,Issuance,,NA,1,NA,0,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,5/31/09,Physical Count,PSC,NA,NA,NA,0,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,6/30/09,Physical Count,PSC,NA,NA,NA,0,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,7/31/09,Physical Count,PSC,NA,NA,NA,0,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,8/31/09,Physical Count,PSC,NA,NA,NA,0,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,9/30/09,Physical Count,PSC,NA,NA,NA,0,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,10/12/09,Receipt,DHO,20,NA,NA,20,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,10/13/09,Issuance,,NA,1,NA,19,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,10/13/09,Issuance,,NA,1,NA,18,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,10/13/09,Issuance,,NA,2,NA,16,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,10/19/09,Receipt,DHO,10,NA,NA,26,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,10/22/09,Issuance,DISP,NA,1,NA,25,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,10/25/09,Issuance,DISP,NA,1,NA,24,
Kapalala RHC-17-03-10-Malaria RDT-1,Milenge,Kapalala (Milenge),RDTs,10/27/09,Issuance,DISP,NA,2,NA,22,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,10/30/09,Issuance,Shitnmgu,NA,1,NA,21,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,10/31/09,Adjustment,PSC,NA,NA,-2,19,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/1/09,Issuance,DISP,NA,1,NA,18,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/3/09,Issuance,DISP,NA,2,NA,16,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/7/09,Issuance,DISP,NA,3,NA,13,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/13/09,Issuance,DISP,NA,1,NA,12,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/16/09,Receipt,DHO,7,NA,NA,19,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/18/09,Issuance,CHW,NA,2,NA,17,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/23/09,Issuance,DISP,NA,1,NA,16,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/25/09,Receipt,DHO,20,NA,NA,36,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,11/30/09,Physical Count,PSC,NA,NA,NA,36,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/4/09,Issuance,CHW,NA,2,NA,34,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/7/09,Issuance,CHW,NA,3,NA,31,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/7/09,Issuance,CHW,NA,2,NA,29,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/8/09,Issuance,CHW,NA,2,NA,27,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/8/09,Issuance,DISP,NA,1,NA,26,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/26/09,Issuance,DISP,NA,3,NA,23,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/28/09,Issuance,DISP,NA,1,NA,22,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/30/09,Issuance,DISP,NA,3,NA,19,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/31/09,Issuance,CHW,NA,2,NA,17,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,12/31/09,Physical Count,PSC,NA,NA,NA,17,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,1/1/10,Issuance,CHW,NA,4,NA,13,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,1/3/10,Issuance,CHW,NA,2,NA,11,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,1/4/10,Issuance,DISP,NA,2,NA,9,
Kapalala RHC-17-03-10-Malaria RDT-2,Milenge,Kapalala (Milenge),RDTs,1/5/10,Issuance,DISP,NA,1,NA,8,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,1/12/10,Receipt,DHO,9,NA,NA,17,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,1/14/10,Issuance,DISP,NA,2,NA,15,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,1/18/10,Issuance,DISP,NA,1,NA,14,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,1/22/10,Issuance,DISP,NA,1,NA,13,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,1/24/10,Issuance,DISP,NA,3,NA,10,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,1/31/10,Physical Count,PSC,NA,NA,NA,10,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/4/10,Issuance,DISP,NA,2,NA,8,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/5/10,Issuance,DISP/Community,NA,4,NA,4,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/9/10,Issuance,DISP/Community,NA,1,NA,3,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/10/10,Receipt,MSL,20,NA,NA,23,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/11/10,Issuance,DISP,NA,1,NA,22,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/12/10,Issuance,DISP,NA,1,NA,21,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/13/10,Issuance,DISP,NA,1,NA,20,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/15/10,Issuance,Chicyati H/Post,NA,1,NA,19,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/16/10,Issuance,DISP,NA,1,NA,18,
Kapalala RHC-17-03-10-Malaria RDT-3,Milenge,Kapalala (Milenge),RDTs,2/17/10,Issuance,DISP,NA,1,NA,17,
Kapalala RHC-17-03-10- Malaria RDT-4,Milenge,Kapalala (Milenge),RDTs,2/17/10,Issuance,DISP,NA,1,NA,16,
Kapalala RHC-17-03-10- Malaria RDT-4,Milenge,Kapalala (Milenge),RDTs,2/24/10,Issuance,DISP,NA,2,NA,14,
Kapalala RHC-17-03-10- Malaria RDT-4,Milenge,Kapalala (Milenge),RDTs,2/28/10,Physical Count,PSC,NA,NA,NA,14,
Kapalala RHC-17-03-10- Malaria RDT-4,Milenge,Kapalala (Milenge),RDTs,3/1/10,Issuance,DISP,NA,2,NA,12,
Kapalala RHC-17-03-10- Malaria RDT-4,Milenge,Kapalala (Milenge),RDTs,3/1/10,Issuance,CHWS,NA,2,NA,10,
Kapalala RHC-17-03-10- Malaria RDT-4,Milenge,Kapalala (Milenge),RDTs,3/8/10,Issuance,DISP,NA,1,NA,9,
Kapalala RHC-17-03-10- Malaria RDT-4,Milenge,Kapalala (Milenge),RDTs,3/13/10,Issuance,DISP,NA,1,NA,8,
Lungo Mukuta RHC-24-03-10-Coartem 6 Tabs-1,Milenge,Lungo Mukuta (Milenge),Coartem 6,3/31/09,Physical Count,PSC,NA,NA,NA,30,Doses
Lungo Mukuta RHC-24-03-10-Coartem 6 Tabs-1,Milenge,Lungo Mukuta (Milenge),Coartem 6,4/7/09,Issuance,,NA,30,NA,0,Doses
Lungo Mukuta RHC-24-03-10-Coartem 6 Tabs-1,Milenge,Lungo Mukuta (Milenge),Coartem 6,4/17/09,Receipt,,90,NA,NA,90,Doses
Lungo Mukuta RHC-24-03-10-Coartem 6 Tabs-1,Milenge,Lungo Mukuta (Milenge),Coartem 6,4/17/09,Issuance,,NA,30,NA,60,Doses
Lungo Mukuta RHC-24-03-10-Coartem 6 Tabs-1,Milenge,Lungo Mukuta (Milenge),Coartem 6,4/30/09,Physical Count,PSC,NA,NA,NA,60,Doses
Lungo Mukuta RHC-24-03-10-Coartem 6 Tabs-1,Milenge,Lungo Mukuta (Milenge),Coartem 6,5/2/09,Issuance,,NA,30,NA,30,Doses
Lungo Mukuta RHC-24-03-10-Coartem 6 Tabs-1,Milenge,Lungo Mukuta (Milenge),Coartem 6,5/21/09,Receipt,,90,NA,NA,120,Doses
Lungo Mukuta RHC-24-03-10-Coartem 6 Tabs-1,Milenge,Lungo Mukuta (Milenge),Coartem 6,5/27/09,Issuance,,NA,30,NA,90,Doses
